realtime_start,obs_date,revenue,realtime_end
11/7/18,10/1/17,32156,11/7/18
11/7/18,11/1/17,32248,11/7/18
11/7/18,12/1/17,32448,11/7/18
11/7/18,1/1/18,31975,11/7/18
11/7/18,2/1/18,32424,11/7/18
11/7/18,3/1/18,32022,11/7/18
11/7/18,4/1/18,31831,11/7/18
11/7/18,5/1/18,32492,11/7/18
11/7/18,6/1/18,32491,11/7/18
11/7/18,7/1/18,32579,11/7/18
11/7/18,8/1/18,32853,11/7/18
11/7/18,9/1/18,32891,11/7/18
